消費品項,class
高鐵列車內購物,行/高鐵
高鐵國際遊客卡,行/高鐵
高鐵長距離票,行/高鐵
高鐵週末票,行/高鐵
高鐵觀光團體票,行/高鐵
高鐵車廂內飲料購買,行/高鐵
高鐵公司年票,行/高鐵
高鐵短程通勤票,行/高鐵
高鐵行李寄存費,行/高鐵
高鐵臨時票,行/高鐵
高鐵自助售票機購票,行/高鐵
高鐵站內行李寄存服務,行/高鐵
高鐵兒童車廂票,行/高鐵
高鐵VIP會員年卡,行/高鐵
高鐵聯名信用卡兌換票,行/高鐵
高鐵行李車廂預訂,行/高鐵
高鐵車站接駁計程車服務,行/高鐵
高鐵自由座升級為指定座位,行/高鐵
高鐵殘障座位預約,行/高鐵
高鐵行李超大件費用,行/高鐵
高鐵特殊行程拍攝許可,行/高鐵
高鐵員工親屬優惠票,行/高鐵
高鐵無線網路使用費,行/高鐵
高鐵專屬包車服務,行/高鐵
高鐵週年慶優惠票,行/高鐵
高鐵臨時改票手續費,行/高鐵
高鐵商務車廂早餐,行/高鐵
高鐵週末返鄉專案票,行/高鐵
高鐵環保杯購買,行/高鐵
高鐵車站自助行李秤,行/高鐵
機車加油,行/機車
機車機油更換,行/機車
機車停車費,行/機車
機車安全帽購買,行/機車
機車行車保險費,行/機車
機車煞車片更換,行/機車
機車大燈燈泡購買,行/機車
機車鏈條保養,行/機車
機車輪胎更換,行/機車
機車車廂維修,行/機車
機車腳踏墊購買,行/機車
機車停車棚月租費,行/機車
機車牌照登記費,行/機車
機車洗車服務,行/機車
機車租賃,行/機車
機車後視鏡更換,行/機車
機車鍊條上油,行/機車
機車座墊防水套,行/機車
機車電池維修,行/機車
機車剎車把手更換,行/機車
機車行李箱安裝,行/機車
機車風鏡清潔,行/機車
機車後座靠背購買,行/機車
機車行車記錄器,行/機車
機車輪胎補胎服務,行/機車
機車排氣管修理,行/機車
機車雨衣購買,行/機車
機車防盜鎖,行/機車
機車皮帶更換,行/機車
機車安全反光貼,行/機車
機車煞車油更換,行/機車
機車車罩購買,行/機車
機車腳踏板維修,行/機車
機車車廂墊,行/機車
機車防滑握把,行/機車
機車車架噴漆,行/機車
機車輪圈清潔劑,行/機車
機車座墊軟墊,行/機車
機車後座安全帶,行/機車
機車加速器修理,行/機車
機車胎壓計購買,行/機車
機車腳架更換,行/機車
機車音響系統,行/機車
機車擋泥板修復,行/機車
機車手機支架購買,行/機車
機車腳踏墊更換,行/機車
機車行李網購買,行/機車
機車排氣管升級,行/機車
機車鑰匙扣購買,行/機車
機車安全帽清洗服務,行/機車
機車車輪軸承更換,行/機車
機車車頭燈調整,行/機車
機車車架噴漆服務,行/機車
機車避震器維修,行/機車
機車行李箱更換,行/機車
機車剎車片維護,行/機車
機車風鏡安裝,行/機車
機車座墊升級,行/機車
機車防滑把手購買,行/機車
機車鍊條清潔工具,行/機車
機車輪胎加壓服務,行/機車
機車電瓶救援服務,行/機車
機車騎行手套購買,行/機車
機車雨具,行/機車
水費,住/水
自來水費,住/水
水塔清洗服務,住/水
淨水器濾芯更換,住/水
飲水機租賃費,住/水
水管漏水維修,住/水
抽水馬達維修,住/水
家用過濾水壺,住/水
辦公室飲水機,住/水
礦泉水桶裝配送,住/水
家用儲水設備,住/水
井水抽水設備維修,住/水
淋浴過濾器,住/水
飲水機加熱器維修,住/水
浴室水壓增強設備,住/水
水龍頭節水裝置,住/水
廚房濾水網,住/水
冷熱飲水機,住/水
飲水機紫外線消毒燈,住/水
直飲水過濾系統,住/水
水質測試服務,住/水
污水處理設備維護,住/水
水管疏通服務,住/水
水管噴頭更換,住/水
自動補水系統,住/水
除氯淋浴過濾器,住/水
移動式水箱購買,住/水
社區水塔清潔服務,住/水
飲水機濾芯更換,住/水
水管堵塞疏通服務,住/水
家用淨水器購買,住/水
廚房水龍頭更換,住/水
衛浴花灑安裝,住/水
庭院灌溉系統維護,住/水
飲水機租賃費用,住/水
水質檢測服務,住/水
水管防凍保護套購買,住/水
飲水機消毒服務,住/水
家庭儲水桶購買,住/水
雨水收集系統安裝,住/水
地下水井維修,住/水
洗衣機進水管更換,住/水
冷熱水管道安裝,住/水
廚房水槽濾網購買,住/水
澆花噴頭購買,住/水
水族箱換水服務,住/水
洗手台下水管清理,住/水
社區飲用水系統保養,住/水
別墅泳池注水服務,住/水
公共區域水管維護,住/水
建築用水供應服務,住/水
水管防漏測試服務,住/水
浴缸進出水口更換,住/水
天然氣,住/瓦斯
天然氣費,住/瓦斯
瓦斯費,住/瓦斯
瓦斯桶裝配送,住/瓦斯
瓦斯管線安裝,住/瓦斯
天然氣設備升級,住/瓦斯
廚房燃氣爐更換,住/瓦斯
家用瓦斯安全閥,住/瓦斯
商業用瓦斯系統安裝,住/瓦斯
戶外烤肉瓦斯罐,住/瓦斯
液化石油氣補充,住/瓦斯
瓦斯管道清潔,住/瓦斯
天然氣流量計安裝,住/瓦斯
瓦斯防漏檢測服務,住/瓦斯
家庭瓦斯灶台清潔,住/瓦斯
瓦斯安全鎖安裝,住/瓦斯
鋼瓶瓦斯替換,住/瓦斯
室內燃氣警報器,住/瓦斯
高樓層天然氣管線增壓,住/瓦斯
烤箱燃氣管道檢修,住/瓦斯
瓦斯灶具耐熱墊,住/瓦斯
家庭用瓦斯節能裝置,住/瓦斯
瓦斯表租賃,住/瓦斯
瓦斯噴槍購買,住/瓦斯
液化氣鋼瓶換購服務,住/瓦斯
廚房燃氣管線更換,住/瓦斯
瓦斯安全閥購買,住/瓦斯
瓦斯管道漏氣檢測,住/瓦斯
瓦斯灶台清潔服務,住/瓦斯
液化氣罐配送服務,住/瓦斯
商用大廚房瓦斯設備安裝,住/瓦斯
燒烤用小型瓦斯罐購買,住/瓦斯
瓦斯氣表安裝服務,住/瓦斯
屋頂瓦斯管線保溫處理,住/瓦斯
瓦斯鍋爐檢測服務,住/瓦斯
天然氣戶外管線檢查,住/瓦斯
瓦斯爐噴嘴清潔,住/瓦斯
液化氣殘液處理服務,住/瓦斯
瓦斯管道更換工程,住/瓦斯
廚房燃氣警報器安裝,住/瓦斯
天然氣洩漏應急處理服務,住/瓦斯
住瓦斯佔位符1,住/瓦斯
住瓦斯佔位符2,住/瓦斯
住瓦斯佔位符3,住/瓦斯
住瓦斯佔位符4,住/瓦斯
住瓦斯佔位符5,住/瓦斯
住瓦斯佔位符6,住/瓦斯
住瓦斯佔位符7,住/瓦斯
住瓦斯佔位符8,住/瓦斯
住瓦斯佔位符9,住/瓦斯
住瓦斯佔位符10,住/瓦斯
住瓦斯佔位符11,住/瓦斯
住瓦斯佔位符12,住/瓦斯
住瓦斯佔位符13,住/瓦斯
住瓦斯佔位符14,住/瓦斯
住瓦斯佔位符15,住/瓦斯
住瓦斯佔位符16,住/瓦斯
住瓦斯佔位符17,住/瓦斯
住瓦斯佔位符18,住/瓦斯
住瓦斯佔位符19,住/瓦斯
住瓦斯佔位符20,住/瓦斯
住瓦斯佔位符21,住/瓦斯
住瓦斯佔位符22,住/瓦斯
住瓦斯佔位符23,住/瓦斯
住瓦斯佔位符24,住/瓦斯
住瓦斯佔位符25,住/瓦斯
住瓦斯佔位符26,住/瓦斯
住瓦斯佔位符27,住/瓦斯
住瓦斯佔位符28,住/瓦斯
住瓦斯佔位符29,住/瓦斯
住瓦斯佔位符30,住/瓦斯
住瓦斯佔位符31,住/瓦斯
住瓦斯佔位符32,住/瓦斯
住瓦斯佔位符33,住/瓦斯
住瓦斯佔位符34,住/瓦斯
住瓦斯佔位符35,住/瓦斯
住瓦斯佔位符36,住/瓦斯
住瓦斯佔位符37,住/瓦斯
住瓦斯佔位符38,住/瓦斯
住瓦斯佔位符39,住/瓦斯
住瓦斯佔位符40,住/瓦斯
住瓦斯佔位符41,住/瓦斯
住瓦斯佔位符42,住/瓦斯
住瓦斯佔位符43,住/瓦斯
住瓦斯佔位符44,住/瓦斯
住瓦斯佔位符45,住/瓦斯
住瓦斯佔位符46,住/瓦斯
住瓦斯佔位符47,住/瓦斯
住瓦斯佔位符48,住/瓦斯
住瓦斯佔位符49,住/瓦斯
住瓦斯佔位符50,住/瓦斯
家家用高級衣架彩色,住/其它
MUJI無印良品迷你洗衣板,住/其它
白蘭洗衣球白茶,住/其它
白蘭洗衣球玫瑰,住/其它
白蘭強效潔淨超濃,住/其它
 白熊洗碗精,住/其它
【NIVEA 妮維雅】止汗爽身乳膏,住/其它
五星飯店指定植萃洗沐組,住/其它
極簡日拋免洗毛浴巾旅行組,住/其它
DARLIE好來全亮白竹炭旅行組,住/其它
DARLIE好來全亮白清新薄荷牙膏,住/其它
綠茶保濕胺基酸潔面乳,住/其它
綠玫瑰涼感濕紙巾,住/其它
抽取式衛生紙,住/其它
沐浴香氛產品,住/其它
抑菌衛生棉,住/其它
貓福珊迪毛毯,住/其它
麻將抱枕,住/其它
SENSODYNE舒酸定進階護理強化琺瑯質牙膏,住/其它
大地沐浴乳,住/其它
大捲筒衛生紙,住/其它
五月花蓬厚柔頂級連續抽取式花紋衛生紙,住/其它
巴黎萊雅 髮芯修護強化洗前精華,住/其它
巴黎萊雅玻尿酸水光豐盈洗髮露,住/其它
木紋門簾桿,住/其它
不鏽鋼炒鍋,住/其它
生活良好紙拖把,住/其它
好奇純水濕巾加厚型,住/其它
自白肌保濕潔顏,住/其它
我的心機極輕柔細緻洗臉巾,住/其它
男潤膚霜,住/其它
花仙子驅塵氏抗菌濕拖巾,住/其它
花語香膏薰衣草,住/其它
刷樂雙效纖柔牙刷,住/其它
刷樂纖柔牙刷,住/其它
妮維雅止汗乳膏,住/其它
妮維雅止汗爽身乳液 清新舒涼,住/其它
妮維雅止汗爽身噴霧 極限動力-極光炫藍男,住/其它
妮維雅美白潤膚乳液,住/其它
妮維雅無敵水感凝露,住/其它
房租,住/其它
空氣循環扇,住/其它
春風抽取式廚房紙巾,住/其它
柔芙抽取衛生紙,住/其它
美姬輕柔按摩洗髮梳,住/其它
香水洗沐二合一,住/其它
倍潔雅柔軟舒適抽取式衛生紙,住/其它
海倫仙度絲去屑洗髮乳,住/其它
海倫仙度絲潔淨保濕去屑洗髮乳,住/其它
特福鍋具三件組,住/其它
馬桶棕刷附無痕掛勾,住/其它
高露潔360牙刷,住/其它
國內電信服務費用,住/其它
專科超微米潔顏泥,住/其它
康乃馨潔膚濕巾,住/其它
得意抽取式衛生紙,住/其它
掛門板式J型霧黑4勾掛架,住/其它
淨沐浴露活力運動,住/其它
菲力家族超強度清潔袋單捲,住/其它
蛋白質護髮霜,住/其它
喜多洋甘菊濕巾,住/其它
御衣坊橘子洗碗精,住/其它
植物性潤髮乳,住/其它
減壓靠墊抬腿放腳神器床上趴睡枕,住/其它
舒酸定專業抗敏護齦牙膏,住/其它
舒潔Viva摺疊家用紙巾,住/其它
舒潔棉柔厚韌抽取衛生紙,住/其它
超級無敵大-Mushroom日風蘑菇懶骨頭沙發,住/其它
超值潔膚濕巾,住/其它
黑人抗敏感牙膏,住/其它
愛康透芯涼感棉,住/其它
碧菲絲特抗暗沉碳酸泡洗顏,住/其它
魅萱 完美修護護髮精油 ,住/其它
綠茶洗髮精,住/其它
嬌生pH5.5蜂蜜舒緩沐浴乳,住/其它
橄欖洗髮精,住/其它
潘婷煥活護髮素,住/其它
靠得住柔棉超薄護翼日用衛生棉,住/其它
靠得住柔棉超薄護翼衛生棉夜用,住/其它
靠得住茶樹舒涼棉日用,住/其它
靠得住溫柔宣言草本抑菌,住/其它
蕾妮亞極吸好眠晚安褲褲型夜用衛生棉100%天然棉,住/其它
優生酒精濕巾,住/其它
環保抽取式衛生紙,住/其它
韓國isLeaf香氛順盈護髮油,住/其它
礦石香氛水芙蓉,住/其它
家用衛生紙,住/其它
柔順護髮素,住/其它
地板清潔劑,住/其它
空氣清淨機濾網,住/其它
衣櫃防潮劑,住/其它
馬桶清潔劑,住/其它
清潔刷具購買,住/其它
環保垃圾袋,住/其它
智慧門鎖安裝,住/其它
除塵濕巾,住/其它
床單套件更換,住/其它
睡眠記憶枕頭,住/其它
室內芳香劑,住/其它
地毯清潔服務,住/其它
浴巾毛巾組購買,住/其它
防水床罩,住/其它
智能家居控制器,住/其它
保險箱安裝,住/其它
【MUJI 無印良品】軟質聚乙烯收納盒,住/其它
SuSu舒舒小蘇菜瓜布,住/其它
日本製-三層收納盒-霧透,住/其它
不鏽鋼掛式砧板刀架,住/其它
不鏽鋼置物毛巾架,住/其它
不鏽鋼廚用雙層置物架,住/其它
不鏽鋼牆角架,住/其它
不鏽鋼雙層牆角架,住/其它
美舒律蒸氣眼罩組,住/其它
耐洗不沾油菜瓜布,住/其它
防滑家用塑料衣架 多色選擇,住/其它
帶鉤鋼絲籃C型,住/其它
OP花香環保袋,住/其它
可疊加透明收納展示架,住/其它
肌研光透潤瞬效補水面膜,住/其它
我的心機小蒼蘭柔順乾洗髮噴霧,住/其它
時尚收納盤,住/其它
乾洗消臭清潔慕斯,住/其它
提提研超級纖維面膜,住/其它
鱷魚無蟑殺蟑餌劑,住/其它
【Lenor 蘭諾】衣物芳香豆/香香豆/抗菌豆 補充包,住/其它
【P&G】衣物芳香豆,住/其它
【SNUGGLE】多效護衣芳香豆/香香豆,住/其它
【白蘭】精油芳香豆洗衣球,住/其它
【doko多口】速凝阿姨2.0豆腐貓砂,住/其它
【DORO豆乳貓】豆腐貓砂,住/其它
【doter 寵愛物語】輕植系貓砂,住/其它
【ECO艾可】豆腐貓砂,住/其它
【pidan】豆腐貓砂 原味款 豆腐砂,住/其它
【pidan】混合貓砂 三合一活性碳版 豆腐砂加礦砂,住/其它
【RoLife簡約生活】天然環保豆腐貓砂/益生菌混合款豆腐砂,住/其它
【小喵同學】豆腐貓砂,住/其它
【毛孩時代】90%纖維絲蘭豆腐砂,住/其它
【汪喵星球】汪喵-益生菌消臭豆腐砂,住/其它
【豆腐先生】豆腐貓砂,住/其它
 超電王10w燈泡 白,住/電
【NORTHERN 北方】11葉片式恆溫電暖爐,住/電
【SAMPO 聲寶】二合一手持式蒸氣掛燙機/電熨斗/蒸汽燙衣/熨斗,住/電
飛利浦黑晶爐,住/電
電費,住/電
家用電線更新,住/電
照明燈具更換,住/電
智慧電表安裝,住/電
電壓穩壓器購買,住/電
室內燈光改裝,住/電
太陽能發電安裝,住/電
風力發電設備維護,住/電
電器過載保護設備,住/電
配電箱維修,住/電
LED 燈泡購買,住/電
空調電力調整,住/電
家庭電力升級,住/電
電費自動扣款手續費,住/電
廚房電源規劃,住/電
戶外照明燈安裝,住/電
照明設備安裝費,住/電
電壓轉換器購買,住/電
電線走火修復工程,住/電
家用電費,住/電
電表安裝服務,住/電
室內燈具更換,住/電
緊急停電應急燈購買,住/電
LED節能燈具購買,住/電
居家電線重新佈線,住/電
廚房電器插座安裝,住/電
空調電力系統安裝,住/電
太陽能光電板維修,住/電
電力公司上門檢修服務,住/電
電線短路排查服務,住/電
社區公共照明電費分攤,住/電
室外庭院燈光設計,住/電
智能家居電力系統安裝,住/電
電力計量設備校正,住/電
變壓器購買,住/電
車庫電動門電力維護,住/電
老舊電線汰換工程,住/電
【Apple 蘋果】原廠Lightning 對 USB連接線,住/電
Apple AirPods 2 無線藍芽耳機,住/電
E-books X75一公轉二母耳機麥克風音源轉接線,住/電
人體工學無線靜音滑鼠,住/電
經典耳罩式耳機麥克風,住/電
Logitech Pebble 2 Combo 無線藍牙鍵盤滑鼠組,住/電
降噪藍牙耳罩式耳機,住/電
無線滑鼠,住/電
【ADATA 威剛】P33 33W USB-C/A 雙孔 PD快速充電器,住/電
【CATIS】破壁機 料理機 豆漿機 全自動榨汁機,住/電
【Electrolux 伊萊克斯】歐洲經典系列電動磨豆機,住/電
【FELLOW】OPUS 錐刀磨豆機,住/電
【HERAN 禾聯】不鏽鋼電動磨豆機/研磨咖啡堅果乾式食材,住/電
【HERAN 禾聯】微電腦自動研磨咖啡機,住/電
【JOYOUNG 九陽】高速破壁冷熱全營養調理機,住/電
【Oceanrich】便攜電動磨豆機,住/電
【Philips 飛利浦】 全自動美式研磨咖啡機,住/電
【Philips 飛利浦】破壁營養冷熱豆漿調理機,住/電
【Princess荷蘭公主】不鏽鋼咖啡磨豆機,住/電
【SONGEN 松井】多功能蔬果輔食冷熱破壁調理機/豆漿機/果汁機,住/電
【迪朗奇】多功能磨豆機,住/電
【品皇】小飛馬磨豆機,住/電
【義大利Balzano】電動磨豆機,住/電
【KINYO】電池式電蚊拍 ,住/電
【KINYO】USB靜音充電風扇 ,住/電
【KINYO】USB折疊式桌掛三用扇 ,住/電
【KINYO】復古無段式桌扇-經典白 ,住/電
【KINYO】復古無段式桌扇-寧靜藍 ,住/電
【KINYO】多功能電烤盤 ,住/電
【KINYO】電烤盤 ,住/電
【KINYO】萬用不挑鍋電陶爐 ,住/電
【KINYO】造型LED小夜燈 ,住/電
【KINYO】多功能陶瓷美食鍋 ,住/電
【KINYO】黑晶電子體重計 ,住/電
【KINYO】電子計時器數字鐘 ,住/電
【KINYO】2.4GHz無線鍵鼠組 ,住/電
【KINYO】大風量負離子吹風機 ,住/電
【KINYO】充電式二合一滅蚊器 ,住/電
超電王環保碳鋅3號電池 ,住/電
超電王環保碳鋅4號電池 ,住/電
Panasonic 國際牌錳乾3號電池 ,住/電
Panasonic 國際牌錳乾4號電池 ,住/電
【KINYO】手持小巧蒸氣掛燙機 ,住/電
【KINYO】磁懸浮吸入式捕蚊燈 ,住/電
【KINYO】輕量負離子摺疊吹風機 ,住/電
【KINYO】電擊式捕蚊燈 ,住/電
【KINYO】超輕量美型吹風機 ,住/電
【KINYO】晶片讀卡機-白色 ,住/電
【KINYO】晶片讀卡機-黑色 ,住/電
【KINYO】多合一晶片讀卡機 ,住/電
威剛USB 3.2隨身碟64G,住/電
威剛USB 3.2隨身碟32G,住/電
太星多國轉換旅行用插座 ,住/電
通用型電風扇安全網罩 電扇網套,住/電
Panasonic 國際牌大電流鹼性電池,住/電
超電王 超亮1W夜光手電筒 ,住/電
超電王 超亮12W 3段功能 LED手電筒 ,住/電
超電王 超亮12W LED手電筒 ,住/電
3轉2轉接插頭,住/電
電風扇母牙 風扇葉片螺帽 風扇固定頭,住/電
大同 10W LED節能球泡 ,住/電
米諾諾北歐風電風扇防塵罩 ,住/電
Panasonic 國際牌碳鋅4號電池 ,住/電
CinLica 大音量 電子計時器,住/電
憤怒蛙迷你手電筒充電式電蚊拍 ,住/電
知育插座安全扣,住/電
太星 2開關2插座3孔 分接式插座,住/電
成電牌3變2 轉接插頭,住/電
威電 6開關6插座2孔 9尺 電源線組 延長線,住/電
電話聽筒線,住/電
大同 20W LED節能燈泡 ,住/電
村田muRata 專業型鈕扣鋰電池 ,住/電
Panasonic 國際牌鈕扣型鹼性電池  ,住/電
maxell 鈕扣型鋰電池,住/電
Panasonic 國際牌鋰電池鈕扣電池  ,住/電
Panasonic 國際牌碳鋅3號電池 ,住/電
Panasonic 國際牌碳鋅2號電池 ,住/電
Panasonic 國際牌碳鋅1號電池 ,住/電
maxell 鈕扣型鋰電池 ,住/電
maxell 鹼性鈕扣型電池,住/電
電精靈 D型三面插 插頭,住/電
威電 3開關3插座2孔 9尺 電源線組 延長線,住/電
威電 1開關6插座3孔 6尺 電源線組 延長線,住/電
保護傘 7開關6插座3孔 9尺 延長線 ,住/電
保護傘 4開關4插座2孔 15尺 延長線,住/電
威電 1開關4插座2孔 6尺 電源線組 延長線,住/電
空間芬香油,其它
抗菌噴霧,其它
ObgE茶樹控油去黑頭清潔棒,其它
【Apple Pencil 1/2代 金屬筆尖+耐磨筆尖】,其它
25K方格加厚定頁筆記,其它
3M 強力防水膠帶,其它
A4色彩列印ibon,其它
A4黑白列印ibon,其它
透氣鼠飆墊護腕鼠墊台灣製造,其它
ALLIE持采UV高效防曬乳EX,其它
APP列印服務全錄黑白A4,其它
Calvin Klein CK 男生皮夾 ,其它
CHIC台灣製霧面髮箍,其它
持久閃耀晶透唇釉,其它
FUJIFILM 富士 Instax Mini 拍立得底片 空白底片 白邊底片,其它
優質中性筆 黑,其它
魔法激凍體用噴霧-海洋,其它
菱格0.5自動中性筆,其它
heme 特調腮紅,其它
heme晶亮臥蠶筆,其它
iPhone 14 系列   DAPPER⁺ 超透霧面防摔殼,其它
KOYUKO Campus活頁紙,其它
輕薄亮眼雙眼皮貼,其它
Microsoft 365 個人版一年盒裝,其它
Miffy明信片草莓白,其它
PCR購物袋,其它
PLUS修正帶,其它
POP MART,其它
SDI按壓式修正帶,其它
SolidSuit for iPhone 15 Pro,其它
TOEIC Listening and Reading Test                            ,其它
Uber One 訂閱費,其它
霧面塑膠直傘,其它
力松烤肉刷,其它
三折黑膠防曬自動傘,其它
小白兔暖暖包,其它
去味大師鞋消臭,其它
可手撕隱形膠帶,其它
可重複使用提袋,其它
史邁爾衛生套,其它
四維OPP單卷包膠帶,其它
外送費,其它
平口提袋,其它
本色2.0筆芯 圓頭,其它
甘蔗吸管,其它
白色紙膠含膠台,其它
艾杜紗 絕不失手眼線膠筆,其它
匠人系迷你無瑕粉底刷,其它
名泰免洗紙杯,其它
尖嘴鉗 鎳合金 ,其它
耳感記憶日本語能力測驗n4文法附有聲CD,其它
免洗筷,其它
男自動開收傘,其它
兒童BB夾,其它
屈臣氏袖珍面紙,其它
泡泡瑪特||名品配件,其它
玩偶吊飾,其它
金門一條根,其它
金屬彩色BB夾,其它
易拭型橡皮擦,其它
保鮮盒,其它
恆久完美無瑕持妝粉底,其它
歪頭奶瓶,其它
紅包袋,其它
原生木漿影印紙,其它
夏威夷噴瓶,其它
烤肉竹籤,其它
紙碗,其它
紙盤,其它
莉婕絲逸歡造型定型噴霧,其它
造型蠟燭-大臉花,其它
倫敦登喜路精裁濃縮香菸,其它
商用訓練椅 舉重椅 多功能訓練椅 健身,其它
國民溜溜筆,其它
基本O束,其它
曼秀雷敦Acnes痘痘貼,其它
曼秀雷敦抗菌痘痘貼,其它
曼秀雷敦薄荷修護潤唇膏,其它
清潔費,其它
視舒坦康復力人工淚液點眼液,其它
麥迪森沖洗用食鹽水,其它
凱婷 零瑕肌密柔霧粉底液,其它
單層瓦楞紙箱,其它
晶碩彩色月拋樂森林系列,其它
無極限定妝噴霧,其它
無極限持妝輕蜜粉,其它
無極限控油妝前乳,其它
無極限霧光蜜粉餅組,其它
筆記型電腦,其它
絲花化妝棉,其它
舒適牌防滑輕便刀,其它
舒潔迪士尼紙手帕,其它
舒潔雪潤舒鼻紙手帕,其它
舒潔濕式面紙,其它
超值組超彈O束全黑,其它
超值精裝橡皮筋大黑,其它
超細纖維擦拭布,其它
雄獅簽字筆 紅 ,其它
黑大橡皮筋,其它
黑小橡皮筋,其它
黑金剛明火點火槍,其它
塑膠袋,其它
零粉感超持久粉底,其它
零售兩杯飲料袋,其它
碧菲絲特即淨卸妝棉,其它
鋁框迷你鏡,其它
精品珠寶,其它
熱熔膠,其它
數位迷彩步槍彈袋,其它
樂品框式立鏡,其它
環保手提袋,其它
購物袋,其它
雙層瓦楞紙箱,其它
寶特瓶,其它
魔幻糖果月拋,其它
蘭韻紙纖化妝棉,其它
手提便當袋,其它
輕巧摺疊雨傘,其它
【珮夫人】鼻爽貼升級版,其它
【媽媽友mamayo】MIT台灣製大豆無毒兒童蠟筆,其它
小太陽愛文芒果金,食/水果類
水梨,食/水果類
牛心蕃茄,食/水果類
台灣上等蕉,食/水果類
台灣香蕉重量分享包,食/水果類
百香青木瓜,食/水果類
每日C100%葡萄綜合果汁瓶,食/水果類
沁涼西瓜,食/水果類
波蜜低卡蔬果汁,食/水果類
長野麝香葡萄禮盒,食/水果類
珍珠芭樂,食/水果類
紅玉綠葡萄 ,食/水果類
紅蘋大吉嶺蘋果,食/水果類
美國無籽綠葡萄,食/水果類
香蕉產銷履歷,食/水果類
紐西蘭加拉蘋果,食/水果類
紐西蘭奇異果,食/水果類
產銷履歷香蕉,食/水果類
盒裝榴槤冷藏,食/水果類
進口冷凍金枕頭榴槤,食/水果類
植物的優草莓,食/水果類
植物的優葡萄,食/水果類
園之味100%柳橙汁,食/水果類
聖德科斯奇異果蘋果綜合果汁,食/水果類
聖德科斯桑椹莓果綜合果汁,食/水果類
綜合水果繽紛杯,食/水果類
臺灣大西瓜,食/水果類
摩斯蘋果汁,食/水果類
蘋果汁,食/水果類
有機黃金蕉,食/水果類
愛文芒果,食/水果類
無籽綠葡萄,食/水果類
進口紅櫻桃,食/水果類
紅心木瓜,食/水果類
金鑽鳳梨,食/水果類
草莓,食/水果類
藍莓,食/水果類
柳丁,食/水果類
哈密瓜,食/水果類
李子,食/水果類
無花果,食/水果類
桃子,食/水果類
橘子,食/水果類
柿子,食/水果類
龍眼,食/水果類
蓮霧,食/水果類
土芒果青鮮果乾,食/水果類
園之味柳橙,食/水果類
波蜜１００％一日芒果蔬果汁,食/水果類
大比目魚切片,食/水產類
大火山奶香火山龍蝦舞干貝,食/水產類
台灣鯛,食/水產類
必點的炸魚皮,食/水產類
老火酸菜魚,食/水產類
尬鍋海鮮拼盤,食/水產類
沙漏魚皮,食/水產類
花枝天婦羅,食/水產類
冷藏鮭魚輪切挪威,食/水產類
松露起士蝦球,食/水產類
英式炸魚,食/水產類
挪威鮮鯖魚切片無鹽,食/水產類
海味干貝,食/水產類
海鮮捲,食/水產類
特選鮭魚厚切,食/水產類
盒裝去殼牡蠣,食/水產類
智利銀鮭輪切,食/水產類
黃金魚板,食/水產類
溜溜酸菜魚,食/水產類
養殖文蛤,食/水產類
養殖石斑魚活體,食/水產類
養殖石斑魚條凍,食/水產類
養殖吳郭魚冷凍魚片,食/水產類
養殖冷凍白蝦,食/水產類
鳳尾蝦仁,食/水產類
薄鹽鯖魚,食/水產類
鮭魚三味,食/水產類
鮭魚日切,食/水產類
鮮嫩魚下巴,食/水產類
雙月乾蚵,食/水產類
鯖魚柴魚花,食/水產類
鯛魚腹片,食/水產類
羅勒鮭魚肚,食/水產類
鰹魚柴魚花,食/水產類
海帶鮮魚味噌湯,食/水產類
海鮮干貝湯,食/水產類
魚丸湯,食/水產類
【海洋之心】台灣無刺鯖魚柳,食/水產類
【優鮮配】日本原裝鮭魚卵,食/水產類
【海之醇】中段無肚洞雪鯛切片,食/水產類
國宴主廚潘盟仁監製日式一口鮑魚超值組,食/水產類
【茄萣區農會】無刺虱目魚肚,食/水產類
【鮮食堂】嚴選去刺金目鱸魚排,食/水產類
台灣在地鮮嫩去刺鱸魚排超值組,食/水產類
【池鮮生】台南鮮嫩無刺虱目魚肚,食/水產類
【澎湖區漁會】正宗澎湖土魠魚輪切片,食/水產類
阿拉斯加野生霸王皇帝魚菲力,食/水產類
【優鮮配】日本原裝明太子,食/水產類
【海揚鮮物】鮮切冠軍級格陵蘭大比目魚切片,食/水產類
【一手鮮貨】格陵蘭無肚洞扁鱈切片,食/水產類
【東港農會】料理用櫻花蝦,食/水產類
【急鮮配-東港農會】料理用櫻花蝦,食/水產類
【台灣好漁】行家才懂的美味-七星鱸魚下巴,食/水產類
【三頓飯】北海道笹谷商店秋鮭魚卵_杯裝,食/水產類
職人手工去刺午仔清肉魚片,食/水產類
【梓官區漁會】蚵仔寮一口吃烏魚子,食/水產類
台灣海養去剌鱸魚排厚片超值組,食/水產類
台南手剝野生火燒蝦仁,食/水產類
【海揚鮮物】智利鮭魚菲力,食/水產類
【深海】正東港乾櫻花蝦,食/水產類
台灣東港野生現流去刺鮪魚腹肉排,食/水產類
【最頂規大尺寸】台南老饕XXL去刺虱目魚肚增量版,食/水產類
【築地一番鮮】日本原裝明太子,食/水產類
日本北海道古法製作花魚一夜干超值組,食/水產類
【鮮綠生活】極鮮去刺虱目魚里肌魚柳條,食/水產類
【小川漁屋】安康魚骰子,食/水產類
梧棲漁港船捕季節鮮凍白北魚,食/水產類
【美威鮭魚】精選鮭魚菲力,食/水產類
極品野生安康魚,食/水產類
